,Book 1,Book 2,Book 3,Book 4,Book 5,Book 6,Book 7,Book 8,Book 9,Book 10
cry,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hounds,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
●…oud,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peal,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
woomb,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kennel,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S●…ylla,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calabria,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Night-Hag,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smell,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0
infant,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lapland,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Witches,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eclipses,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charms,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
member,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shadow,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Dart,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
likeness,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
Crown,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fas●…,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strides,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
thing,0.0,2.0,0.0,2.0,0.0,0.0,3.0,4.0,1.0,0.0
folly,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0
Goblin,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Traitor,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outcast,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fugitive,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
whip,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scorpions,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pangs,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
fold,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
indignation,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Comet,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Sky,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hair,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Pestilence,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frown,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cast,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artillery,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
front,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
space,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
Encounter,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Combatants,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorceress,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
●…ast,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gate,0.0,3.0,4.0,4.0,1.0,0.0,2.0,0.0,5.0,4.0
Key,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outcry,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Father,0.0,4.0,11.0,2.0,8.0,6.0,7.0,0.0,6.0,6.0
father's,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
laughs,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d●…dge,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justice,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0
Pest,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ou●…cry,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sight,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Portress,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the●…,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
●…oul,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ass●…bly,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sight,0.0,2.0,6.0,8.0,9.0,6.0,6.0,8.0,8.0,12.0
Se●…him,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conspiracy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e●…es,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
●…wumm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goddess,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0
h●…d,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sin,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,2.0
Sign,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
graces,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0
burden,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
pa●…,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pitch,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
charge,0.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0
●…ee,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
th●…oes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tore,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
embraces,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Engendering,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monsters,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bowels,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repast,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0
terrors,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
intermission,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
opposition,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Parent,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
soon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morsel,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arrow,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dint,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lore,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Daughter,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0
dalliance,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
joys,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
pretences,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
errand,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
quest,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
signs,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0
upstart,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
broils,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
odours,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smile,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
famine,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
maw,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
key,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dart,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
commands,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Tartarus,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Office,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
Inhabitant,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
agony,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
clamours,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
being,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daughter,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
darling,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instrument,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
train,0.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0
Porcullis,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyhole,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wards,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolt,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bar,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unfast'ns,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erebus,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horse,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Chariots,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Furnace,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mouth,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0
flame,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0
secrets,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0
dimension,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
breadth,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Ancestors,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nature,0.0,2.0,3.0,3.0,8.0,5.0,10.0,5.0,2.0,7.0
anarchy,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
mastery,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
embryo,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atoms,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flag,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
faction,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clan●…s,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sands,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barca,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyrene's,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umpire,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decision,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imbroiles,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fray,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Arbiter,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Womb,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0
Shore,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
causes,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
materials,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
fiend,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Voyage,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frith,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noises,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bellona,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Engines,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
frame,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
mutiny,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axle,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Vannes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uplisted,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chair,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vacuity,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pennons,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plumb,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fathom,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rebuff,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Instinct,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nitre,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miles,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syrtis,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consistence,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foot,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0
oar,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saile,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gryfon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilderness,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0
stealth,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bog,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assaults,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
vehemence,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pavilion,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sable-vested,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consort,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
Orcus,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demogorgon,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rumour,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tumult,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Discord,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
spy,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
purpose,0.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0
constraint,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
guide,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0
path,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Dominion,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0
recompense,0.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0
behoof,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
usurpation,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sway,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0
journey,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0
standard,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anarch,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
visage,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
stranger,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
frontieres',0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
herd,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Chain,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walk,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Havoc,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spoil,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gain,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
alacrity,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Springs,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pyramid,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shock,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
sides,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Argo,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bosporus,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charybdis,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alteration,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
tract,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
Gulf,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0
Bridge,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
orb,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
intercourse,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
mortals,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
influence,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0
bosom,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
dawn,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
verge,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
tumult,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Vessel,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Port,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Shrouds,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tackle,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leisure,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hold,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
circuit,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0
Saphire,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
star,0.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0
Magnitude,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eternity,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
esfluence,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
essence,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mantle,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
waters,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0
sojourn,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lyre,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamp,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
roll,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ray,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Orbs,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
suffusion,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muses,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Spring,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0
flow,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
renown,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Thamyris,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maeonides,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiresias,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phineus,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prophets,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
numbers,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
Bird,0.0,0.0,1.0,4.0,2.0,0.0,6.0,0.0,0.0,3.0
Covert,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tunes,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Note,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Year,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Seasons,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Day,0.0,0.0,1.0,1.0,1.0,1.0,14.0,1.0,1.0,2.0
approach,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0
even,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bloom,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
flocks,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Natures,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
entrance,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0
mist,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
fight,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,1.0,2.0
Sanctities,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stars,0.0,0.0,3.0,2.0,4.0,1.0,13.0,0.0,1.0,2.0
Beatitude,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utterance,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Garden,0.0,0.0,1.0,7.0,2.0,0.0,4.0,4.0,3.0,3.0
fruits,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0
wall,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
outside,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Firmament,0.0,0.0,2.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0
prospect,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0
adversary,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
bars,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
chains,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Precincts,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lies,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
Command,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
obedience,0.0,0.0,5.0,3.0,3.0,2.0,2.0,1.0,0.0,2.0
progeny,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
allegiance,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Love,0.0,0.0,4.0,5.0,3.0,0.0,8.0,19.0,4.0,2.0
Reason,0.0,0.0,2.0,1.0,3.0,3.0,3.0,10.0,0.0,4.0
freedom,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0
necessity,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
maker,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
making,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Predestination,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foreknowledge,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
impulse,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
trespass,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Authors,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unchangeable,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
