,Book 1,Book 2,Book 3,Book 4,Book 5,Book 6,Book 7,Book 8,Book 9,Book 10
Bank,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
Myrtle,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
mirror,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Birds,0.0,0.0,0.0,3.0,2.0,1.0,4.0,0.0,0.0,1.0
airs,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0
grove,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
attune,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
leaves,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
Pan,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Graces,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hours,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Enna,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Proserpin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ceres,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Daphne,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Orontes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Triton,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Gentiles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Ammon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Amalthea,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Florid,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Bacchus,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Stepdame,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Abassin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
issue,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Guard,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Ethiop,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nilus',0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
day's,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0
Honour,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0
majesty,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0
Sanctitude,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
authority,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sex,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
contemplation,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
softness,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rule,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0
Hyacinthin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
forelock,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
vail,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tresses,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
ringlets,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tendrils,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sin-bred,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
shows,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Simplicity,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
innocence,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0
p●…ir,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
loves,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam,0.0,0.0,0.0,4.0,14.0,0.0,14.0,20.0,12.0,29.0
tuft,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Zephyr,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
appetite,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0
Supper,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Nectarine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
boughs,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0
pulp,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
endearing,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
couple,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Beasts,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,2.0,1.0
chase,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Wood,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0
Forrest,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Lion,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
paw,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kid,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
Bears,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tigers,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ounces,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pards,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Gambold,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Elephant,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Proboscis,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Insinuating,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
grass,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
pasture,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
career,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Iles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Scale,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
resemblance,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
pair,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0
delights,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
amity,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
dwelling,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
maker's,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
limits,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
tyrant's,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
plea,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
stand,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Herd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
kinds,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0
action,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Tiger,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Purlieu,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fawns,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
play,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
changes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
women,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
partner,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Dearer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
dust,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,8.0,4.0
●…ign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
prohibition,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bounty,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
Plants,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Guide,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0
Lot,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0
odds,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0
where,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cave,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
expanse,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
bank,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Shape,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sympathy,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
Multitudes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Platan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bone,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
solace,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
beauty,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0
attraction,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
surrender,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Beauty,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Charms,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jupiter,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Juno,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Matron,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
kisses,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
leer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fill,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
pines,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ignorance,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
faith,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
foundation,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
corner,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pleasures,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
woes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
wood,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
dale,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
alabaster,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cliff,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Pillars,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Gabriel,0.0,0.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0
Guards,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
armoury,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Helmes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Autumn,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Impress,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mariner,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Compass,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Charge,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
almighty's,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
troubles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
warrior,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
sun's,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
circle,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
vigilance,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
bar,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
walks,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
morrow,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Azores,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
volubil,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Twilight,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
livery,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Silence,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
Nests,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nightingale,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
descant,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
saphires,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hesperus,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Consort,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
repose,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
Labour,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
dew,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
eyelids,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Animals,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
range,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
do,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Morning,0.0,0.0,0.0,1.0,4.0,0.0,4.0,1.0,0.0,1.0
arbours,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Allies,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
noon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
branches,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0
manuring,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
riddance,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Disposer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
woman's,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
seasons,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
morn,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
charm,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
tree,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
flour,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
showers,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Starr-light,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ancestor,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
possession,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
foment,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Temper,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stellar,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Perfection,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Suns,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
spectators,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Thicket,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
songs,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Bower,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Planter,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
covert,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Laurel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
myrtle,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
leaf,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Acanthus,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
shrub,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Iris,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
hues,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Gessamin,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Violet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Crocus,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hyacinth,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Emblem,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Insect,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Worm,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
awe,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0
Silvanus,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nymph,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Faunus,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Herbs,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
Bed,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Pandora,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gifts,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,4.0
Japhet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jove's,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lodge,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
Moons,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
help,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
abundance,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Partakers,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
falls,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gift,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0
disguises,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hypocrites,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
purity,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Destroyer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
source,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0
propriety,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Loyal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Relations,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Charities,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Brother,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
unbe●…tting,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
patriarches,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
imploys,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
revels,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Harlots,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Amours,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dance,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
Mask,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Midnight,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Bal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Serenate,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lover,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
disdain,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Nightingales,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
limbs,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
shaddowieCone,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vault,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ivory,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Parade,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Uzziel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
West,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0
Ithuriel,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Zephon,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
har●…e,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Toad,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Organs,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
fancy,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0
Illusions,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Phantasms,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dreams,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
venom,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
animal,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
breaths,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
aims,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
conceits,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Touch,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
returns,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
spark,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Powder,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tun,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
magazine,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
grain,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0
wait,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
mate,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
throng,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
message,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
sh●…pe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
besure,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
harm,0.0,0.0,0.0,2.0,0.0,1.0,1.0,5.0,1.0,0.0
rebuke,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Virtue,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sender,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Steed,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
iron,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
guards,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
squadron,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tread,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
fêet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
port,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
gate,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
transgressions,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
example,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0
esteem,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
question,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mig●…tsti,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Torment,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
